beam no,beam center ra [deg],beam center dec [deg],SB
34,249.0193,-54.078094444444446,1651-53A
35,249.10029583333335,-53.179402777777774,1651-53A
36,249.1770666666667,-52.280522222222224,1651-53A
1,52.945820833333336,-47.89975555555556,0334-48A
2,54.28821666666666,-47.89975555555556,0334-48A
3,52.93385833333333,-48.79969444444444,0334-48A
4,54.300179166666666,-48.79969444444444,0334-48A
5,51.6378125,-46.98421527777778,0334-48A
6,52.957208333333334,-46.99970555555556,0334-48A
7,54.276829166666666,-46.99970555555556,0334-48A
8,55.596225,-46.98421527777778,0334-48A
9,55.63037083333334,-47.88400222222222,0334-48A
10,55.66622916666667,-48.783658611111115,0334-48A
11,55.7039125,-49.68340555555555,0334-48A
12,54.31274583333333,-49.69973888888889,0334-48A
13,52.92129166666667,-49.69973888888889,0334-48A
14,51.530125,-49.68340555555555,0334-48A
15,51.56780833333333,-48.783658611111115,0334-48A
16,51.60366666666667,-47.88400222222222,0334-48A
17,50.373275,-46.05358611111111,0334-48A
18,51.6703625,-46.08407666666667,0334-48A
19,52.96806666666667,-46.09931944444445,0334-48A
20,54.265970833333334,-46.09931944444445,0334-48A
21,55.563675,-46.08407666666667,0334-48A
22,56.8607625,-46.05358611111111,0334-48A
23,56.91495,-46.95323055555556,0334-48A
24,56.97179583333333,-47.852492777777776,0334-48A
25,57.031479166666664,-48.75158888888889,0334-48A
26,57.094208333333334,-49.65073888888889,0334-48A
27,57.16019583333333,-50.55016083333334,0334-48A
28,55.74355833333334,-50.583463888888886,0334-48A
29,54.32597083333333,-50.600118055555555,0334-48A
30,52.90806666666667,-50.600118055555555,0334-48A
31,51.49047916666667,-50.583463888888886,0334-48A
32,50.07384583333334,-50.55016083333334,0334-48A
33,50.139829166666665,-49.65073888888889,0334-48A
34,50.202558333333336,-48.75158888888889,0334-48A
35,50.26224583333334,-47.852492777777776,0334-48A
36,50.319091666666665,-46.95323055555556,0334-48A
1,338.57140416666664,-53.688830555555555,2234-53B
2,340.09095833333333,-53.67919722222222,2234-53B
3,338.5713375,-54.58880277777778,2234-53B
4,340.1242625,-54.57895555555555,2234-53B
5,337.08316249999996,-52.77923055555556,2234-53B
6,338.5712833333333,-52.78874722222222,2234-53B
7,340.059225,-52.779313888888886,2234-53B
8,341.54605,-52.75094444444444,2234-53B
9,341.6093041666667,-53.65023,2234-53B
10,341.6758791666667,-54.54935277777778,2234-53B
11,341.7460541666667,-55.44853611111111,2234-53B
12,340.1592708333333,-55.47881666666667,2234-53B
13,338.57107083333335,-55.488886111111114,2234-53B
14,336.98267500000003,-55.47872777777778,2234-53B
15,337.0182208333333,-54.578875,2234-53B
16,337.0516625,-53.679116666666665,2234-53B
17,335.6554,-51.851084444444446,2234-53B
18,337.1128541666667,-51.878994444444444,2234-53B
19,338.57099166666666,-51.888330555555555,2234-53B
20,340.02895,-51.879086111111114,2234-53B
21,341.48587083333337,-51.85127972222222,2234-53B
22,342.94089583333334,-51.804925,2234-53B
23,343.03082083333334,-52.70365833333334,2234-53B
24,343.125425,-53.601954166666665,2234-53B
25,343.2250833333333,-54.50002305555556,2234-53B
26,343.33020833333336,-55.39807777777778,2234-53B
27,343.44126666666665,-56.29633611111111,2234-53B
28,341.82013333333333,-56.347994444444446,2234-53B
29,340.19612916666665,-56.378997222222225,2234-53B
30,338.5705916666667,-56.38930277777778,2234-53B
31,336.9448541666667,-56.37889444444444,2234-53B
32,335.32026249999996,-56.34777777777778,2234-53B
33,335.3953166666667,-55.448344444444444,2234-53B
34,335.4660375,-54.549175,2234-53B
35,335.5327666666667,-53.650055,2234-53B
36,335.59579583333334,-52.75076388888889,2234-53B
1,175.4990125,-47.89975555555556,1144-48A
2,176.84140833333333,-47.89975555555556,1144-48A
3,175.48704999999998,-48.79969444444444,1144-48A
4,176.85336666666666,-48.79969444444444,1144-48A
5,174.19100416666666,-46.98421527777778,1144-48A
6,175.5104,-46.99970555555556,1144-48A
7,176.83002083333335,-46.99970555555556,1144-48A
8,178.14941249999998,-46.98421527777778,1144-48A
9,178.1835625,-47.88400222222222,1144-48A
10,178.21942083333334,-48.783658611111115,1144-48A
11,178.25710416666666,-49.68340555555555,1144-48A
12,176.8659375,-49.69973888888889,1144-48A
13,175.47448333333332,-49.69973888888889,1144-48A
14,174.08331666666666,-49.68340555555555,1144-48A
15,174.12099999999998,-48.783658611111115,1144-48A
16,174.15685833333333,-47.88400222222222,1144-48A
17,172.92646666666667,-46.05358611111111,1144-48A
18,174.22355416666667,-46.08407666666667,1144-48A
19,175.52125833333332,-46.09931944444445,1144-48A
20,176.81916249999998,-46.09931944444445,1144-48A
21,178.11686666666668,-46.08407666666667,1144-48A
22,179.41395416666666,-46.05358611111111,1144-48A
23,179.4681375,-46.95323055555556,1144-48A
24,179.52498333333335,-47.852492777777776,1144-48A
25,179.58467083333332,-48.75158888888889,1144-48A
26,179.6474,-49.65073888888889,1144-48A
27,179.71338333333333,-50.55016083333334,1144-48A
28,178.29675,-50.583463888888886,1144-48A
29,176.8791625,-50.600118055555555,1144-48A
30,175.46125833333335,-50.600118055555555,1144-48A
31,174.04367083333335,-50.583463888888886,1144-48A
32,172.62703333333332,-50.55016083333334,1144-48A
33,172.69302083333335,-49.65073888888889,1144-48A
34,172.75574999999998,-48.75158888888889,1144-48A
35,172.81543333333335,-47.852492777777776,1144-48A
36,172.8722791666667,-46.95323055555556,1144-48A
1,210.46153750000002,-16.172827777777776,1401-16B
2,211.3985875,-16.170791666666666,1401-16B
3,210.46146666666667,-17.0728,1401-16B
4,211.40292083333333,-17.070752777777777,1401-16B
5,209.5284625,-15.270580555555556,1401-16B
6,210.46149166666666,-15.272744444444445,1401-16B
7,211.39440833333333,-15.270716666666667,1401-16B
8,212.32739583333336,-15.264494444444445,1401-16B
9,212.3357125,-16.16454166666667,1401-16B
10,212.34444583333334,-17.064475,1401-16B
11,212.35362083333334,-17.96451666666667,1401-16B
12,211.4074125,-17.970827777777778,1401-16B
13,210.461275,-17.972883333333332,1401-16B
14,209.515025,-17.97068611111111,1401-16B
15,209.51989583333332,-17.070616666666666,1401-16B
16,209.52437500000002,-16.17065277777778,1401-16B
17,208.6027125,-14.363830555555555,1401-16B
18,209.532175,-14.370169444444445,1401-16B
19,210.46133333333336,-14.372327777777778,1401-16B
20,211.390375,-14.370308333333334,1401-16B
21,212.31949583333332,-14.36411111111111,1401-16B
22,213.24888750000002,-14.353730555555556,1401-16B
23,213.26065833333334,-15.254077777777777,1401-16B
24,213.27310416666668,-16.154080555555556,1401-16B
25,213.28624166666668,-17.053963888888887,1401-16B
26,213.30009166666667,-17.95395,1401-16B
27,213.314675,-18.85426111111111,1401-16B
28,212.36324166666668,-18.86488611111111,1401-16B
29,211.41207083333333,-18.871233333333333,1401-16B
30,210.46097083333333,-18.8733,1401-16B
31,209.50975,-18.87109166666667,1401-16B
32,208.55822916666668,-18.8646,1401-16B
33,208.56847083333332,-17.964236111111113,1401-16B
34,208.57802083333334,-17.064197222222223,1401-16B
35,208.58690416666667,-16.164266666666666,1401-16B
36,208.59512916666665,-15.264216666666666,1401-16B
1,339.7986833333334,-37.20132861111111,2241-37A
2,340.9285791666666,-37.20132861111111,2241-37A
3,339.7917958333333,-38.101284166666666,2241-37A
4,340.9354666666667,-38.101284166666666,2241-37A
5,338.68857916666667,-36.29054166666667,2241-37A
6,339.805275,-36.30126055555556,2241-37A
7,340.9219875,-36.30126055555556,2241-37A
8,342.0386833333333,-36.29054166666667,2241-37A
9,342.0584458333333,-37.19048333333333,2241-37A
10,342.0791041666667,-38.09030833333333,2241-37A
11,342.1007125,-38.990233333333336,2241-37A
12,340.9426708333333,-39.00135,2241-37A
13,339.7845916666667,-39.00135,2241-37A
14,338.62655,-38.990233333333336,2241-37A
15,338.6481541666667,-38.09030833333333,2241-37A
16,338.66881666666666,-37.19048333333333,2241-37A
17,337.6034333333333,-35.36904555555556,2241-37A
18,338.7074875,-35.390255555555555,2241-37A
19,339.81157916666666,-35.40085833333333,2241-37A
20,340.91568333333333,-35.40085833333333,2241-37A
21,342.01977500000004,-35.390255555555555,2241-37A
22,343.12382916666667,-35.36904555555556,2241-37A
23,343.15532916666666,-36.26910083333333,2241-37A
24,343.1882458333333,-37.1687975,2241-37A
25,343.2226583333333,-38.068356666666666,2241-37A
26,343.25864583333333,-38.967999722222224,2241-37A
27,343.2962958333333,-39.86794722222222,2241-37A
28,342.12331666666665,-39.890480555555555,2241-37A
29,340.9502083333333,-39.90174777777778,2241-37A
30,339.77705416666663,-39.90174777777778,2241-37A
31,338.60394583333334,-39.890480555555555,2241-37A
32,337.4309666666667,-39.86794722222222,2241-37A
33,337.46861666666666,-38.967999722222224,2241-37A
34,337.50460416666664,-38.068356666666666,2241-37A
35,337.53901666666667,-37.1687975,2241-37A
36,337.57193333333333,-36.26910083333333,2241-37A
1,189.25322916666664,-37.20132861111111,1239-37A
2,190.383125,-37.20132861111111,1239-37A
3,189.24634166666667,-38.101284166666666,1239-37A
4,190.3900125,-38.101284166666666,1239-37A
5,188.143125,-36.29054166666667,1239-37A
6,189.25982083333335,-36.30126055555556,1239-37A
7,190.37653333333333,-36.30126055555556,1239-37A
8,191.49322916666668,-36.29054166666667,1239-37A
9,191.51299166666666,-37.19048333333333,1239-37A
10,191.53365,-38.09030833333333,1239-37A
11,191.55525833333334,-38.990233333333336,1239-37A
12,190.39721666666668,-39.00135,1239-37A
13,189.2391375,-39.00135,1239-37A
14,188.08109583333334,-38.990233333333336,1239-37A
15,188.10270416666665,-38.09030833333333,1239-37A
16,188.12336249999998,-37.19048333333333,1239-37A
17,187.05797916666666,-35.36904555555556,1239-37A
18,188.16203333333334,-35.390255555555555,1239-37A
19,189.26612500000002,-35.40085833333333,1239-37A
20,190.37022916666666,-35.40085833333333,1239-37A
21,191.47432083333334,-35.390255555555555,1239-37A
22,192.578375,-35.36904555555556,1239-37A
23,192.60987500000002,-36.26910083333333,1239-37A
24,192.64279166666665,-37.1687975,1239-37A
25,192.67720416666666,-38.068356666666666,1239-37A
26,192.71319166666666,-38.967999722222224,1239-37A
27,192.75084166666667,-39.86794722222222,1239-37A
28,191.57786249999998,-39.890480555555555,1239-37A
29,190.40475416666666,-39.90174777777778,1239-37A
30,189.2316,-39.90174777777778,1239-37A
31,188.05849166666667,-39.890480555555555,1239-37A
32,186.8855125,-39.86794722222222,1239-37A
33,186.9231625,-38.967999722222224,1239-37A
34,186.95915,-38.068356666666666,1239-37A
35,186.9935625,-37.1687975,1239-37A
36,187.0264791666667,-36.26910083333333,1239-37A
1,182.72721666666666,10.790758333333333,1210+10B
2,183.6433875,10.7895,1210+10B
3,182.72725416666665,9.890786111111112,1210+10B
4,183.6408,9.889530555555556,1210+10B
5,181.80792499999998,11.689511111111111,1210+10B
6,182.72707083333336,11.690841666666667,1210+10B
7,183.64610416666667,11.689577777777778,1210+10B
8,184.5652375,11.685725277777777,1210+10B
9,184.55965833333335,10.785658611111112,1210+10B
10,184.55444583333335,9.885700833333333,1210+10B
11,184.5496,8.985630277777778,1210+10B
12,183.6383375,8.98945,1210+10B
13,182.727175,8.990702777777777,1210+10B
14,181.81589583333334,8.989383333333333,1210+10B
15,181.81359166666667,9.889463888888889,1210+10B
16,181.8109375,10.789433333333333,1210+10B
17,180.88196250000001,12.585983333333333,1210+10B
18,181.80455,12.589922222222222,1210+10B
19,182.72680833333334,12.591258333333334,1210+10B
20,183.64895833333333,12.589991666666666,1210+10B
21,184.5712,12.586122222222222,1210+10B
22,185.4937541666667,12.57965,1210+10B
23,185.48467916666667,11.679275,1210+10B
24,185.47623333333334,10.779230555555555,1210+10B
25,185.4684041666667,9.879291666666667,1210+10B
26,185.461175,8.979236111111112,1210+10B
27,185.45454166666667,8.078841666666667,1210+10B
28,184.54511666666667,8.085224166666666,1210+10B
29,183.636,8.089036111111112,1210+10B
30,182.72698333333332,8.09028611111111,1210+10B
31,181.81785416666668,8.088969444444444,1210+10B
32,180.9084,8.085086111111112,1210+10B
33,180.90429583333332,8.985494444444445,1210+10B
34,180.89960833333333,9.88556611111111,1210+10B
35,180.89432916666667,10.785523333333334,1210+10B
36,180.88844999999998,11.685588333333333,1210+10B
1,132.85711666666668,-53.688830555555555,0851-53B
2,134.37667083333332,-53.67919722222222,0851-53B
3,132.85705000000002,-54.58880277777778,0851-53B
4,134.409975,-54.57895555555555,0851-53B
5,131.368875,-52.77923055555556,0851-53B
6,132.85699583333334,-52.78874722222222,0851-53B
7,134.3449375,-52.779313888888886,0851-53B
8,135.8317625,-52.75094444444444,0851-53B
9,135.89501666666666,-53.65023,0851-53B
10,135.96159166666666,-54.54935277777778,0851-53B
11,136.03176666666667,-55.44853611111111,0851-53B
12,134.44498333333334,-55.47881666666667,0851-53B
13,132.85678333333334,-55.488886111111114,0851-53B
14,131.2683875,-55.47872777777778,0851-53B
15,131.30393333333333,-54.578875,0851-53B
16,131.337375,-53.679116666666665,0851-53B
17,129.94111249999997,-51.851084444444446,0851-53B
18,131.39856666666668,-51.878994444444444,0851-53B
19,132.8567,-51.888330555555555,0851-53B
20,134.3146625,-51.879086111111114,0851-53B
21,135.77158333333333,-51.85127972222222,0851-53B
22,137.22660833333333,-51.804925,0851-53B
23,137.31653333333333,-52.70365833333334,0851-53B
24,137.4111375,-53.601954166666665,0851-53B
25,137.51079583333333,-54.50002305555556,0851-53B
26,137.61592083333335,-55.39807777777778,0851-53B
27,137.72697499999998,-56.29633611111111,0851-53B
28,136.10584166666666,-56.347994444444446,0851-53B
29,134.48184166666667,-56.378997222222225,0851-53B
30,132.8563041666667,-56.38930277777778,0851-53B
31,131.23056666666665,-56.37889444444444,0851-53B
32,129.605975,-56.34777777777778,0851-53B
33,129.68102916666666,-55.448344444444444,0851-53B
34,129.75175000000002,-54.549175,0851-53B
35,129.81847916666666,-53.650055,0851-53B
36,129.88150833333333,-52.75076388888889,0851-53B
1,305.711775,-47.89975555555556,2025-48A
2,307.05417083333333,-47.89975555555556,2025-48A
3,305.6998125,-48.79969444444444,2025-48A
4,307.0661333333333,-48.79969444444444,2025-48A
5,304.4037666666667,-46.98421527777778,2025-48A
6,305.7231625,-46.99970555555556,2025-48A
7,307.0427833333333,-46.99970555555556,2025-48A
8,308.3621791666667,-46.98421527777778,2025-48A
9,308.396325,-47.88400222222222,2025-48A
10,308.43218333333334,-48.783658611111115,2025-48A
11,308.4698666666667,-49.68340555555555,2025-48A
12,307.0787,-49.69973888888889,2025-48A
13,305.68724583333335,-49.69973888888889,2025-48A
14,304.2960791666667,-49.68340555555555,2025-48A
15,304.3337625,-48.783658611111115,2025-48A
16,304.36962083333333,-47.88400222222222,2025-48A
17,303.13922916666667,-46.05358611111111,2025-48A
18,304.43631666666664,-46.08407666666667,2025-48A
19,305.7340208333334,-46.09931944444445,2025-48A
20,307.031925,-46.09931944444445,2025-48A
21,308.3296291666667,-46.08407666666667,2025-48A
22,309.62671666666665,-46.05358611111111,2025-48A
23,309.68090416666666,-46.95323055555556,2025-48A
24,309.7377458333333,-47.852492777777776,2025-48A
25,309.7974333333333,-48.75158888888889,2025-48A
26,309.8601625,-49.65073888888889,2025-48A
27,309.92615,-50.55016083333334,2025-48A
28,308.5095125,-50.583463888888886,2025-48A
29,307.091925,-50.600118055555555,2025-48A
30,305.6740208333333,-50.600118055555555,2025-48A
31,304.25643333333335,-50.583463888888886,2025-48A
32,302.83979583333337,-50.55016083333334,2025-48A
33,302.9057833333333,-49.65073888888889,2025-48A
34,302.9685125,-48.75158888888889,2025-48A
35,303.02819999999997,-47.852492777777776,2025-48A
36,303.0850416666667,-46.95323055555556,2025-48A
1,133.87600833333332,5.8495944444444445,0857+05A
2,134.78069166666666,5.8495944444444445,0857+05A
3,133.87668333333332,4.949622222222223,0857+05A
4,134.7800208333333,4.949622222222223,0857+05A
5,132.9688625,6.748338888888889,0857+05A
6,133.875225,6.749677777777777,0857+05A
7,134.78147916666666,6.749677777777777,0857+05A
8,135.68784166666669,6.748338888888889,0857+05A
9,135.6854875,5.848258333333334,0857+05A
10,135.68347083333333,4.948288888888889,0857+05A
11,135.68179999999998,4.048205555555556,0857+05A
12,134.7794625,4.049541666666666,0857+05A
13,133.8772375,4.049541666666666,0857+05A
14,132.97490416666665,4.048205555555556,0857+05A
15,132.97322916666667,4.948288888888889,0857+05A
16,132.97121666666666,5.848258333333334,0857+05A
17,132.05766666666665,7.6460638888888885,0857+05A
18,132.9661583333333,7.64875,0857+05A
19,133.874325,7.650096111111111,0857+05A
20,134.78237916666666,7.650096111111111,0857+05A
21,135.69054166666666,7.64875,0857+05A
22,136.59903749999998,7.6460638888888885,0857+05A
23,136.59453333333335,6.745658333333333,0857+05A
24,136.59060833333334,5.845583333333334,0857+05A
25,136.58725416666667,4.945616666666667,0857+05A
26,136.5844625,4.045536111111111,0857+05A
27,136.5822333333333,3.145122222222222,0857+05A
28,135.6804625,3.1477916666666665,0857+05A
29,134.77901666666668,3.149125,0857+05A
30,133.87768333333332,3.149125,0857+05A
31,132.97624166666665,3.1477916666666665,0857+05A
32,132.07447083333332,3.145122222222222,0857+05A
33,132.07224166666666,4.045536111111111,0857+05A
34,132.06945,4.945616666666667,0857+05A
35,132.06609583333335,5.845583333333334,0857+05A
36,132.06217083333334,6.745658333333333,0857+05A
1,354.96242916666665,-53.23648611111111,2342-53A
2,356.4661333333333,-53.23648611111111,2342-53A
3,354.94618333333335,-54.136408333333335,2342-53A
4,356.4823791666667,-54.136408333333335,2342-53A
5,353.50535,-52.31780583333333,2342-53A
6,354.97782083333334,-52.33645,2342-53A
7,356.45074166666666,-52.33645,2342-53A
8,357.9232125,-52.31780583333333,2342-53A
9,357.9693541666667,-53.21745611111111,2342-53A
10,358.01804166666665,-54.11696611111111,2342-53A
11,358.06947083333336,-55.016555555555556,2342-53A
12,356.4995375,-55.03643611111111,2342-53A
13,354.929025,-55.03643611111111,2342-53A
14,353.3590916666667,-55.016555555555556,2342-53A
15,353.4105208333333,-54.11696611111111,2342-53A
16,353.45920416666667,-53.21745611111111,2342-53A
17,352.1070625,-51.381230555555554,2342-53A
18,353.5491333333334,-51.417794722222226,2342-53A
19,354.9924291666666,-51.436080833333335,2342-53A
20,356.4361333333333,-51.436080833333335,2342-53A
21,357.8794291666667,-51.417794722222226,2342-53A
22,359.3215,-51.381230555555554,2342-53A
23,359.3943541666667,-52.280522222222224,2342-53A
24,359.471125,-53.179402777777774,2342-53A
25,359.55212083333333,-54.078094444444446,2342-53A
26,359.637675,-54.97680555555556,2342-53A
27,359.7281708333333,-55.87575833333333,2342-53A
28,358.12387916666665,-55.916441666666664,2342-53A
29,356.5176916666667,-55.936794444444445,2342-53A
30,354.9108708333334,-55.936794444444445,2342-53A
31,353.30468333333334,-55.916441666666664,2342-53A
32,351.70039166666663,-55.87575833333333,2342-53A
33,351.7908875,-54.97680555555556,2342-53A
34,351.87644166666666,-54.078094444444446,2342-53A
35,351.9574333333333,-53.179402777777774,2342-53A
36,352.03420416666665,-52.280522222222224,2342-53A
1,193.73182916666667,-58.56173888888889,1258-59A
2,195.45735000000002,-58.56173888888889,1258-59A
3,193.70896666666667,-59.46163333333333,1258-59A
4,195.48021666666665,-59.46163333333333,1258-59A
5,192.0716958333333,-57.639069444444445,1258-59A
6,193.75334166666667,-57.66172777777778,1258-59A
7,195.4358375,-57.66172777777778,1258-59A
8,197.11748333333335,-57.639069444444445,1258-59A
9,197.1819375,-58.53850833333333,1258-59A
10,197.2504375,-59.43778888888889,1258-59A
11,197.32335833333332,-60.33712777777778,1258-59A
12,195.50455833333334,-60.36163611111111,1258-59A
13,193.684625,-60.36163611111111,1258-59A
14,191.865825,-60.33712777777778,1258-59A
15,191.93874166666666,-59.43778888888889,1258-59A
16,192.00724166666666,-58.53850833333333,1258-59A
17,190.49360833333333,-56.695030555555554,1258-59A
18,192.13245,-56.73925277777778,1258-59A
19,193.77361666666667,-56.76137777777778,1258-59A
20,195.4155625,-56.76137777777778,1258-59A
21,197.05672916666666,-56.73925277777778,1258-59A
22,198.69557083333333,-56.695030555555554,1258-59A
23,198.79658333333333,-57.59377777777778,1258-59A
24,198.90373333333332,-58.492075,1258-59A
25,199.01758333333333,-59.39012777777778,1258-59A
26,199.13876666666667,-60.28815,1258-59A
27,199.2679916666667,-61.18635,1258-59A
28,197.40113333333335,-61.23674444444445,1258-59A
29,195.53052083333333,-61.26196111111111,1258-59A
30,193.65865833333334,-61.26196111111111,1258-59A
31,191.7880458333333,-61.23674444444445,1258-59A
32,189.9211875,-61.18635,1258-59A
33,190.0504125,-60.28815,1258-59A
34,190.17159583333333,-59.39012777777778,1258-59A
35,190.28544583333334,-58.492075,1258-59A
36,190.39259583333333,-57.59377777777778,1258-59A
1,331.4285458333333,-21.55214638888889,2205-21B
2,332.39615833333335,-21.549327777777776,2205-21B
3,331.42851666666667,-22.45211861111111,2205-21B
4,332.4022875,-22.449280555555557,2205-21B
5,330.466575,-20.649202777777777,2205-21B
6,331.42845833333337,-20.652063055555555,2205-21B
7,332.39022083333333,-20.649261111111112,2205-21B
8,333.35203333333334,-20.640797222222222,2205-21B
9,333.3638125,-21.540813888888888,2205-21B
10,333.37610416666666,-22.44071388888889,2205-21B
11,333.38891666666666,-23.340719444444446,2205-21B
12,332.4086208333333,-23.349344444444444,2205-21B
13,331.42836250000005,-23.352201944444445,2205-21B
14,330.44798333333335,-23.349286111111113,2205-21B
15,330.4546208333333,-22.44922222222222,2205-21B
16,330.4608125,-21.549269444444445,2205-21B
17,329.51529583333337,-19.740316666666665,2205-21B
18,330.47191666666663,-19.748797222222223,2205-21B
19,331.42825416666665,-19.75164638888889,2205-21B
20,332.38447083333335,-19.74886111111111,2205-21B
21,333.3407375,-19.740441666666666,2205-21B
22,334.29721666666666,-19.726391666666668,2205-21B
23,334.31405,-20.626669444444445,2205-21B
24,334.331675,-21.52660277777778,2205-21B
25,334.3501166666667,-22.426413888888888,2205-21B
26,334.3694083333333,-23.326319444444444,2205-21B
27,334.3895791666667,-24.22655,2205-21B
28,333.40227500000003,-24.241052777777778,2205-21B
29,332.4151625,-24.249741666666665,2205-21B
30,331.4280875,-24.25261861111111,2205-21B
31,330.44088750000003,-24.249677777777777,2205-21B
32,329.4534125,-24.24092222222222,2205-21B
33,329.4673291666667,-23.340594444444445,2205-21B
34,329.48044999999996,-22.440591666666666,2205-21B
35,329.4928,-21.540694444444444,2205-21B
36,329.50440833333334,-20.640675,2205-21B
1,201.19443333333334,-31.84128611111111,1326-32A
2,202.2538375,-31.84128611111111,1326-32A
3,201.18915,-32.74124722222222,1326-32A
4,202.25912083333333,-32.74124722222222,1326-32A
5,200.1501625,-30.932405555555555,1326-32A
6,201.1994875,-30.94121388888889,1326-32A
7,202.24878333333334,-30.94121388888889,1326-32A
8,203.29810833333332,-30.932405555555555,1326-32A
9,203.31326666666666,-31.832397222222223,1326-32A
10,203.32911666666666,-32.73226944444444,1326-32A
11,203.34569166666665,-33.632244444444446,1326-32A
12,202.26464583333333,-33.64131944444444,1326-32A
13,201.18362083333332,-33.64131944444444,1326-32A
14,200.102575,-33.632244444444446,1326-32A
15,200.11915416666668,-32.73226944444444,1326-32A
16,200.13500416666668,-31.832397222222223,1326-32A
17,199.12489166666666,-30.014608333333335,1326-32A
18,200.16465833333334,-30.032075,1326-32A
19,201.20432083333333,-30.040808333333334,1326-32A
20,202.24394999999998,-30.040808333333334,1326-32A
21,203.2836125,-30.032075,1326-32A
22,204.32337916666665,-30.014608333333335,1326-32A
23,204.34752916666667,-30.914786111111113,1326-32A
24,204.37277916666665,-31.814611111111113,1326-32A
25,204.3991875,-32.714305555555555,1326-32A
26,204.42680416666667,-33.61409166666667,1326-32A
27,204.45568749999998,-34.51419166666667,1326-32A
28,203.36302916666665,-34.53254722222222,1326-32A
29,202.27042916666667,-34.541725,1326-32A
30,201.17784166666667,-34.541725,1326-32A
31,200.08524166666666,-34.53254722222222,1326-32A
32,198.99258333333333,-34.51419166666667,1326-32A
33,199.02146666666667,-33.61409166666667,1326-32A
34,199.04908333333333,-32.714305555555555,1326-32A
35,199.07548749999998,-31.814611111111113,1326-32A
36,199.10074166666666,-30.914786111111113,1326-32A
1,163.07141249999998,-37.20132861111111,1054-37A
2,164.20130833333334,-37.20132861111111,1054-37A
3,163.064525,-38.101284166666666,1054-37A
4,164.20819583333335,-38.101284166666666,1054-37A
5,161.96130833333333,-36.29054166666667,1054-37A
6,163.0780041666667,-36.30126055555556,1054-37A
7,164.19471666666666,-36.30126055555556,1054-37A
8,165.31141250000002,-36.29054166666667,1054-37A
9,165.331175,-37.19048333333333,1054-37A
10,165.35183333333333,-38.09030833333333,1054-37A
11,165.37344166666668,-38.990233333333336,1054-37A
12,164.2154,-39.00135,1054-37A
13,163.05732083333334,-39.00135,1054-37A
14,161.89927916666667,-38.990233333333336,1054-37A
15,161.92088333333334,-38.09030833333333,1054-37A
16,161.94154583333332,-37.19048333333333,1054-37A
17,160.8761625,-35.36904555555556,1054-37A
18,161.98021666666668,-35.390255555555555,1054-37A
19,163.08430833333335,-35.40085833333333,1054-37A
20,164.1884125,-35.40085833333333,1054-37A
21,165.29250416666667,-35.390255555555555,1054-37A
22,166.39655833333333,-35.36904555555556,1054-37A
23,166.42805416666667,-36.26910083333333,1054-37A
24,166.460975,-37.1687975,1054-37A
25,166.4953875,-38.068356666666666,1054-37A
26,166.531375,-38.967999722222224,1054-37A
27,166.569025,-39.86794722222222,1054-37A
28,165.39604583333332,-39.890480555555555,1054-37A
29,164.2229375,-39.90174777777778,1054-37A
30,163.04978333333332,-39.90174777777778,1054-37A
31,161.876675,-39.890480555555555,1054-37A
32,160.70369583333334,-39.86794722222222,1054-37A
33,160.74134583333333,-38.967999722222224,1054-37A
34,160.77733333333333,-38.068356666666666,1054-37A
35,160.81174583333333,-37.1687975,1054-37A
36,160.8446625,-36.26910083333333,1054-37A
1,177.27268333333333,-10.787811111111111,1149-10B
2,178.18884583333335,-10.7864,1149-10B
3,177.27269166666667,-11.687783333333334,1149-10B
4,178.19171666666665,-11.686366666666666,1149-10B
5,176.35890833333335,-9.886336111111111,1149-10B
6,177.2725625,-9.887727777777778,1149-10B
7,178.18609999999998,-9.886319444444444,1149-10B
8,179.0997375,-9.882113888888888,1149-10B
9,179.10510000000002,-10.782183333333334,1149-10B
10,179.1108375,-11.682136111111111,1149-10B
11,179.11695416666666,-12.5822,1149-10B
12,178.194725,-12.586444444444444,1149-10B
13,177.2725875,-12.587866666666667,1149-10B
14,176.35034166666665,-12.586463888888888,1149-10B
15,176.35355416666667,-11.68638611111111,1149-10B
16,176.35640833333332,-10.786416666666666,1149-10B
17,175.44946666666667,-8.981741666666666,1149-10B
18,176.36105833333335,-8.985923611111112,1149-10B
19,177.27232916666668,-8.987311111111111,1149-10B
20,178.18348333333333,-8.985907777777777,1149-10B
21,179.0947375,-8.98171111111111,1149-10B
22,180.00629583333333,-8.974722222222223,1149-10B
23,180.013675,-9.875111111111112,1149-10B
24,180.02166250000002,-10.775158333333334,1149-10B
25,180.03025833333334,-11.675091666666667,1149-10B
26,180.03948333333335,-12.575130555555555,1149-10B
27,180.04935,-13.475497222222222,1149-10B
28,179.12345833333333,-13.482594444444445,1149-10B
29,178.19786666666667,-13.486855555555556,1149-10B
30,177.27237083333333,-13.488283333333333,1149-10B
31,176.34675833333336,-13.486872222222223,1149-10B
32,175.42082499999998,-13.482625,1149-10B
33,175.42777083333334,-12.582233333333333,1149-10B
34,175.43409583333334,-11.682172222222222,1149-10B
35,175.4398125,-10.782216666666667,1149-10B
36,175.4449375,-9.882147222222223,1149-10B
1,338.50745416666666,3.277777777777777e-05,2234-00B
2,339.407425,3.277777777777777e-05,2234-00B
3,338.5074,-0.8999388888888888,2234-00B
4,339.40748333333335,-0.8999388888888888,2234-00B
