beam no,beam center ra [deg],beam center dec [deg],SB
26,290.83855416666665,-17.95395,1911-16B
27,290.85314166666666,-18.85426111111111,1911-16B
28,289.90170416666666,-18.86488611111111,1911-16B
29,288.95053333333334,-18.871233333333333,1911-16B
30,287.99943333333334,-18.8733,1911-16B
31,287.0482166666667,-18.87109166666667,1911-16B
32,286.09669166666663,-18.8646,1911-16B
33,286.10693333333336,-17.964236111111113,1911-16B
34,286.1164833333333,-17.064197222222223,1911-16B
35,286.12536666666665,-16.164266666666666,1911-16B
36,286.1335916666667,-15.264216666666666,1911-16B
1,214.9253666666667,3.277777777777777e-05,1419-00B
2,215.82533750000002,3.277777777777777e-05,1419-00B
3,214.92530833333333,-0.8999388888888888,1419-00B
4,215.8253916666667,-0.8999388888888888,1419-00B
5,214.02511666666666,0.9002272222222222,1419-00B
6,214.92530833333333,0.900116111111111,1419-00B
7,215.8253916666667,0.900116111111111,1419-00B
8,216.7255875,0.9002272222222222,1419-00B
9,216.72542083333335,0.00014388888888888887,1419-00B
10,216.7255875,-0.8998277777777778,1419-00B
11,216.7260875,-1.7999111111111112,1419-00B
12,215.82555833333333,-1.8000225,1419-00B
13,214.92514166666666,-1.8000225,1419-00B
14,214.02461666666667,-1.7999111111111112,1419-00B
15,214.02511666666666,-0.8998277777777778,1419-00B
16,214.02528333333333,0.00014388888888888887,1419-00B
17,213.12375416666666,1.8008663888888887,1419-00B
18,214.02461666666667,1.8006441666666666,1419-00B
19,214.92514166666666,1.8005327777777778,1419-00B
20,215.82555833333333,1.8005327777777778,1419-00B
21,216.7260875,1.8006441666666666,1419-00B
22,217.62695,1.8008663888888887,1419-00B
23,217.62611666666666,0.9004494444444444,1419-00B
24,217.62583750000002,0.00036611111111111116,1419-00B
25,217.62611666666666,-0.8996055555555557,1419-00B
26,217.62695,-1.799688888888889,1419-00B
27,217.62834166666667,-2.700105277777778,1419-00B
28,216.72692083333334,-2.700327777777778,1419-00B
29,215.8258375,-2.7004391666666665,1419-00B
30,214.92486666666667,-2.7004391666666665,1419-00B
31,214.0237833333333,-2.700327777777778,1419-00B
32,213.1223625,-2.700105277777778,1419-00B
33,213.12375416666666,-1.799688888888889,1419-00B
34,213.12458750000002,-0.8996055555555557,1419-00B
35,213.12486666666666,0.00036611111111111116,1419-00B
36,213.12458750000002,0.9004494444444444,1419-00B
1,79.999975,-21.55214638888889,0519-21B
2,80.9675875,-21.549327777777776,0519-21B
3,79.99994583333334,-22.45211861111111,0519-21B
4,80.97371666666666,-22.449280555555557,0519-21B
5,79.03800416666667,-20.649202777777777,0519-21B
6,79.9998875,-20.652063055555555,0519-21B
7,80.96165,-20.649261111111112,0519-21B
8,81.9234625,-20.640797222222222,0519-21B
9,81.93524166666667,-21.540813888888888,0519-21B
10,81.94752916666667,-22.44071388888889,0519-21B
11,81.96034583333334,-23.340719444444446,0519-21B
12,80.98005,-23.349344444444444,0519-21B
13,79.99979166666667,-23.352201944444445,0519-21B
14,79.0194125,-23.349286111111113,0519-21B
15,79.02605,-22.44922222222222,0519-21B
16,79.03224166666666,-21.549269444444445,0519-21B
17,78.086725,-19.740316666666665,0519-21B
18,79.04334583333333,-19.748797222222223,0519-21B
19,79.99968333333334,-19.75164638888889,0519-21B
20,80.9559,-19.74886111111111,0519-21B
21,81.91216666666666,-19.740441666666666,0519-21B
22,82.86864583333333,-19.726391666666668,0519-21B
23,82.88547916666667,-20.626669444444445,0519-21B
24,82.90310416666667,-21.52660277777778,0519-21B
25,82.92154583333333,-22.426413888888888,0519-21B
26,82.9408375,-23.326319444444444,0519-21B
27,82.96100833333334,-24.22655,0519-21B
28,81.97370416666666,-24.241052777777778,0519-21B
29,80.98659166666667,-24.249741666666665,0519-21B
30,79.99951666666666,-24.25261861111111,0519-21B
31,79.01231666666668,-24.249677777777777,0519-21B
32,78.02484166666667,-24.24092222222222,0519-21B
33,78.03875833333333,-23.340594444444445,0519-21B
34,78.05187916666667,-22.440591666666666,0519-21B
35,78.06422916666666,-21.540694444444444,0519-21B
36,78.0758375,-20.640675,0519-21B
1,57.142833333333336,-21.55214638888889,0348-21B
2,58.11044583333333,-21.549327777777776,0348-21B
3,57.142804166666664,-22.45211861111111,0348-21B
4,58.116575000000005,-22.449280555555557,0348-21B
5,56.1808625,-20.649202777777777,0348-21B
6,57.142745833333336,-20.652063055555555,0348-21B
7,58.104508333333335,-20.649261111111112,0348-21B
8,59.066320833333336,-20.640797222222222,0348-21B
9,59.07809999999999,-21.540813888888888,0348-21B
10,59.09039166666667,-22.44071388888889,0348-21B
11,59.103204166666664,-23.340719444444446,0348-21B
12,58.12290833333333,-23.349344444444444,0348-21B
13,57.142649999999996,-23.352201944444445,0348-21B
14,56.162275,-23.349286111111113,0348-21B
15,56.168908333333334,-22.44922222222222,0348-21B
16,56.17510416666667,-21.549269444444445,0348-21B
17,55.22958333333334,-19.740316666666665,0348-21B
18,56.18620416666667,-19.748797222222223,0348-21B
19,57.142541666666666,-19.75164638888889,0348-21B
20,58.09875833333333,-19.74886111111111,0348-21B
21,59.055025,-19.740441666666666,0348-21B
22,60.01150416666666,-19.726391666666668,0348-21B
23,60.0283375,-20.626669444444445,0348-21B
24,60.045962499999995,-21.52660277777778,0348-21B
25,60.06440416666666,-22.426413888888888,0348-21B
26,60.08369583333334,-23.326319444444444,0348-21B
27,60.10386666666667,-24.22655,0348-21B
28,59.1165625,-24.241052777777778,0348-21B
29,58.129450000000006,-24.249741666666665,0348-21B
30,57.142375,-24.25261861111111,0348-21B
31,56.15517916666667,-24.249677777777777,0348-21B
32,55.167699999999996,-24.24092222222222,0348-21B
33,55.18161666666667,-23.340594444444445,0348-21B
34,55.1947375,-22.440591666666666,0348-21B
35,55.20709166666666,-21.540694444444444,0348-21B
36,55.2187,-20.640675,0348-21B
1,154.60944166666667,-15.722369444444444,1020-16A
2,155.54439583333334,-15.722369444444444,1020-16A
3,154.60730833333335,-16.62233888888889,1020-16A
4,155.54652916666666,-16.62233888888889,1020-16A
5,153.68039583333334,-14.818215555555556,1020-16A
6,154.61144166666668,-14.822288888888888,1020-16A
7,155.54239583333333,-14.822288888888888,1020-16A
8,156.47344166666667,-14.818215555555556,1020-16A
9,156.47944583333333,-15.718280277777778,1020-16A
10,156.48585,-16.618231388888887,1020-16A
11,156.49266250000002,-17.51829138888889,1020-16A
12,155.5488,-17.522419444444445,1020-16A
13,154.60503749999998,-17.522419444444445,1020-16A
14,153.661175,-17.51829138888889,1020-16A
15,153.66799166666667,-16.618231388888887,1020-16A
16,153.67439166666665,-15.718280277777778,1020-16A
17,152.75840833333334,-13.909691666666667,1020-16A
18,153.68600833333335,-13.917815,1020-16A
19,154.61331249999998,-13.921875,1020-16A
20,155.540525,-13.921875,1020-16A
21,156.46782916666666,-13.917815,1020-16A
22,157.39542916666667,-13.909691666666667,1020-16A
23,157.40477916666666,-14.81006111111111,1020-16A
24,157.41478333333333,-15.710094444444444,1020-16A
25,157.42545416666667,-16.610008333333333,1020-16A
26,157.43680833333335,-17.510025,1020-16A
27,157.44886666666667,-18.410369444444445,1020-16A
28,156.4998958333333,-18.418681944444444,1020-16A
29,155.5512125,-18.422833333333333,1020-16A
30,154.60262500000002,-18.422833333333333,1020-16A
31,153.65394166666667,-18.418681944444444,1020-16A
32,152.70497083333333,-18.410369444444445,1020-16A
33,152.71702916666666,-17.510025,1020-16A
34,152.72838333333334,-16.610008333333333,1020-16A
35,152.73905416666665,-15.710094444444444,1020-16A
36,152.74905833333332,-14.81006111111111,1020-16A
1,27.224825000000003,-15.722369444444444,0150-16A
2,28.159779166666667,-15.722369444444444,0150-16A
3,27.222691666666666,-16.62233888888889,0150-16A
4,28.1619125,-16.62233888888889,0150-16A
5,26.295779166666666,-14.818215555555556,0150-16A
6,27.226825,-14.822288888888888,0150-16A
7,28.157779166666668,-14.822288888888888,0150-16A
8,29.088825,-14.818215555555556,0150-16A
9,29.094829166666667,-15.718280277777778,0150-16A
10,29.101229166666666,-16.618231388888887,0150-16A
11,29.108045833333335,-17.51829138888889,0150-16A
12,28.164183333333334,-17.522419444444445,0150-16A
13,27.220420833333336,-17.522419444444445,0150-16A
14,26.276558333333334,-17.51829138888889,0150-16A
15,26.28337083333333,-16.618231388888887,0150-16A
16,26.289775000000002,-15.718280277777778,0150-16A
17,25.373791666666666,-13.909691666666667,0150-16A
18,26.301391666666667,-13.917815,0150-16A
19,27.228695833333333,-13.921875,0150-16A
20,28.155908333333333,-13.921875,0150-16A
21,29.083212500000002,-13.917815,0150-16A
22,30.0108125,-13.909691666666667,0150-16A
23,30.0201625,-14.81006111111111,0150-16A
24,30.030166666666666,-15.710094444444444,0150-16A
25,30.0408375,-16.610008333333333,0150-16A
26,30.052191666666666,-17.510025,0150-16A
27,30.06425,-18.410369444444445,0150-16A
28,29.115279166666667,-18.418681944444444,0150-16A
29,28.166595833333336,-18.422833333333333,0150-16A
30,27.218008333333334,-18.422833333333333,0150-16A
31,26.269325,-18.418681944444444,0150-16A
32,25.320354166666668,-18.410369444444445,0150-16A
33,25.3324125,-17.510025,0150-16A
34,25.343766666666664,-16.610008333333333,0150-16A
35,25.3544375,-15.710094444444444,0150-16A
36,25.364441666666664,-14.81006111111111,0150-16A
1,198.63349583333334,-10.337486111111112,1316-10A
2,199.54831666666666,-10.337486111111112,1316-10A
3,198.632125,-11.237458333333333,1316-10A
4,199.5496875,-11.237458333333333,1316-10A
5,197.72232083333333,-9.434722777777777,1316-10A
6,198.63474583333334,-9.437405555555555,1316-10A
7,199.54706666666667,-9.437405555555555,1316-10A
8,200.45949166666668,-9.434722777777777,1316-10A
9,200.46324583333333,-10.334798611111111,1316-10A
10,200.46735833333332,-11.234761666666667,1316-10A
11,200.4718375,-12.134834444444444,1316-10A
12,199.55118333333334,-12.137541666666667,1316-10A
13,198.63062916666667,-12.137541666666667,1316-10A
14,197.709975,-12.134834444444444,1316-10A
15,197.71445416666666,-11.234761666666667,1316-10A
16,197.71856666666667,-10.334798611111111,1316-10A
17,196.81524166666665,-8.528952777777778,1316-10A
18,197.72571666666667,-8.534311944444445,1316-10A
19,198.63587916666665,-8.536988888888889,1316-10A
20,199.54593333333332,-8.536988888888889,1316-10A
21,200.45609583333334,-8.534311944444445,1316-10A
22,201.36657083333333,-8.528952777777778,1316-10A
23,201.37223333333333,-9.429352777777778,1316-10A
24,201.3784875,-10.329416666666667,1316-10A
25,201.38534166666665,-11.22936111111111,1316-10A
26,201.39280833333333,-12.129416666666666,1316-10A
27,201.4009,-13.0298,1316-10A
28,200.47669166666668,-13.03523888888889,1316-10A
29,199.55280000000002,-13.037955555555556,1316-10A
30,198.6290125,-13.037955555555556,1316-10A
31,197.70512083333335,-13.03523888888889,1316-10A
32,196.7809125,-13.0298,1316-10A
33,196.78900416666667,-12.129416666666666,1316-10A
34,196.79647083333333,-11.22936111111111,1316-10A
35,196.80332499999997,-10.329416666666667,1316-10A
36,196.80957916666668,-9.429352777777778,1316-10A
1,29.999958333333332,-10.787811111111111,0200-10B
2,30.91612083333333,-10.7864,0200-10B
3,29.999966666666666,-11.687783333333334,0200-10B
4,30.91899166666667,-11.686366666666666,0200-10B
5,29.08618333333333,-9.886336111111111,0200-10B
6,29.9998375,-9.887727777777778,0200-10B
7,30.913375,-9.886319444444444,0200-10B
8,31.827012500000002,-9.882113888888888,0200-10B
9,31.832375,-10.782183333333334,0200-10B
10,31.8381125,-11.682136111111111,0200-10B
11,31.844229166666665,-12.5822,0200-10B
12,30.921999999999997,-12.586444444444444,0200-10B
13,29.9998625,-12.587866666666667,0200-10B
14,29.077616666666664,-12.586463888888888,0200-10B
15,29.080829166666664,-11.68638611111111,0200-10B
16,29.083683333333333,-10.786416666666666,0200-10B
17,28.176741666666665,-8.981741666666666,0200-10B
18,29.08833333333333,-8.985923611111112,0200-10B
19,29.999604166666664,-8.987311111111111,0200-10B
20,30.910758333333334,-8.985907777777777,0200-10B
21,31.8220125,-8.98171111111111,0200-10B
22,32.73357083333333,-8.974722222222223,0200-10B
23,32.74095,-9.875111111111112,0200-10B
24,32.748937500000004,-10.775158333333334,0200-10B
25,32.757533333333335,-11.675091666666667,0200-10B
26,32.76675833333333,-12.575130555555555,0200-10B
27,32.776625,-13.475497222222222,0200-10B
28,31.850733333333334,-13.482594444444445,0200-10B
29,30.92514166666667,-13.486855555555556,0200-10B
30,29.999645833333332,-13.488283333333333,0200-10B
31,29.074033333333333,-13.486872222222223,0200-10B
32,28.1481,-13.482625,0200-10B
33,28.155045833333332,-12.582233333333333,0200-10B
34,28.161370833333333,-11.682172222222222,0200-10B
35,28.1670875,-10.782216666666667,0200-10B
36,28.1722125,-9.882147222222223,0200-10B
1,68.26496666666667,-47.89975555555556,0435-48A
2,69.60736250000001,-47.89975555555556,0435-48A
3,68.25300416666667,-48.79969444444444,0435-48A
4,69.619325,-48.79969444444444,0435-48A
5,66.95695833333333,-46.98421527777778,0435-48A
6,68.27635416666666,-46.99970555555556,0435-48A
7,69.595975,-46.99970555555556,0435-48A
8,70.91537083333334,-46.98421527777778,0435-48A
9,70.94951666666667,-47.88400222222222,0435-48A
10,70.98537499999999,-48.783658611111115,0435-48A
11,71.02305833333332,-49.68340555555555,0435-48A
12,69.63189166666666,-49.69973888888889,0435-48A
13,68.2404375,-49.69973888888889,0435-48A
14,66.84927083333334,-49.68340555555555,0435-48A
15,66.88695416666667,-48.783658611111115,0435-48A
16,66.92281249999999,-47.88400222222222,0435-48A
17,65.69242083333333,-46.05358611111111,0435-48A
18,66.98950833333333,-46.08407666666667,0435-48A
19,68.2872125,-46.09931944444445,0435-48A
20,69.58511666666666,-46.09931944444445,0435-48A
21,70.88282083333333,-46.08407666666667,0435-48A
22,72.17990833333333,-46.05358611111111,0435-48A
23,72.23409583333333,-46.95323055555556,0435-48A
24,72.29094166666667,-47.852492777777776,0435-48A
25,72.35062500000001,-48.75158888888889,0435-48A
26,72.41335416666666,-49.65073888888889,0435-48A
27,72.47934166666667,-50.55016083333334,0435-48A
28,71.06270416666666,-50.583463888888886,0435-48A
29,69.64511666666667,-50.600118055555555,0435-48A
30,68.22721250000001,-50.600118055555555,0435-48A
31,66.809625,-50.583463888888886,0435-48A
32,65.39299166666667,-50.55016083333334,0435-48A
33,65.458975,-49.65073888888889,0435-48A
34,65.52170416666667,-48.75158888888889,0435-48A
35,65.58139166666666,-47.852492777777776,0435-48A
36,65.6382375,-46.95323055555556,0435-48A
1,102.37480833333333,-21.10148388888889,0651-21A
2,103.33947083333334,-21.10148388888889,0651-21A
3,102.37180833333333,-22.001451944444444,0651-21A
4,103.34247083333334,-22.001451944444444,0651-21A
5,101.41860833333332,-20.195866666666667,0651-21A
6,102.37765833333333,-20.20140472222222,0651-21A
7,103.33662083333333,-20.20140472222222,0651-21A
8,104.29567083333333,-20.195866666666667,0651-21A
9,104.30421249999999,-21.095916666666668,0651-21A
10,104.31321666666666,-21.99585,0651-21A
11,104.3227,-22.895888888888887,0651-21A
12,103.34563333333332,-22.901530555555556,0651-21A
13,102.36864583333333,-22.901530555555556,0651-21A
14,101.39158333333333,-22.895888888888887,0651-21A
15,101.40106250000001,-21.99585,0651-21A
16,101.41006666666667,-21.095916666666668,0651-21A
17,100.47279999999999,-19.284466666666667,0651-21A
18,101.42670416666667,-19.295483333333333,0651-21A
19,102.38035416666666,-19.30099138888889,0651-21A
20,103.333925,-19.30099138888889,0651-21A
21,104.287575,-19.295483333333333,0651-21A
22,105.24147916666666,-19.284466666666667,0651-21A
23,105.25496666666668,-20.184794444444446,0651-21A
24,105.26920000000001,-21.084779444444443,0651-21A
25,105.28420833333332,-21.984643333333334,0651-21A
26,105.30000833333334,-22.884608333333333,0651-21A
27,105.31663333333333,-23.78489638888889,0651-21A
28,104.332675,-23.79626111111111,0651-21A
29,103.34895833333334,-23.801941944444444,0651-21A
30,102.36532083333333,-23.801941944444444,0651-21A
31,101.38160416666668,-23.79626111111111,0651-21A
32,100.39764583333333,-23.78489638888889,0651-21A
33,100.41427083333333,-22.884608333333333,0651-21A
34,100.430075,-21.984643333333334,0651-21A
35,100.44507916666666,-21.084779444444443,0651-21A
36,100.4593125,-20.184794444444446,0651-21A
1,209.09989166666668,5.8495944444444445,1358+05A
2,210.00457500000002,5.8495944444444445,1358+05A
3,209.10056250000002,4.949622222222223,1358+05A
4,210.00390416666667,4.949622222222223,1358+05A
5,208.19274583333333,6.748338888888889,1358+05A
6,209.09910833333333,6.749677777777777,1358+05A
7,210.0053625,6.749677777777777,1358+05A
8,210.91172500000002,6.748338888888889,1358+05A
9,210.90937083333333,5.848258333333334,1358+05A
10,210.90735416666666,4.948288888888889,1358+05A
11,210.90568333333334,4.048205555555556,1358+05A
12,210.00334583333333,4.049541666666666,1358+05A
13,209.10112083333334,4.049541666666666,1358+05A
14,208.1987875,4.048205555555556,1358+05A
15,208.1971125,4.948288888888889,1358+05A
16,208.1951,5.848258333333334,1358+05A
17,207.28155,7.6460638888888885,1358+05A
18,208.19004166666667,7.64875,1358+05A
19,209.09820833333333,7.650096111111111,1358+05A
20,210.0062625,7.650096111111111,1358+05A
21,210.91442500000002,7.64875,1358+05A
22,211.82292083333334,7.6460638888888885,1358+05A
23,211.81841666666665,6.745658333333333,1358+05A
24,211.81449166666667,5.845583333333334,1358+05A
25,211.81113333333334,4.945616666666667,1358+05A
26,211.80834583333333,4.045536111111111,1358+05A
27,211.80611666666667,3.145122222222222,1358+05A
28,210.90434583333334,3.1477916666666665,1358+05A
29,210.0029,3.149125,1358+05A
30,209.10156666666666,3.149125,1358+05A
31,208.20012499999999,3.1477916666666665,1358+05A
32,207.29835416666668,3.145122222222222,1358+05A
33,207.29612500000002,4.045536111111111,1358+05A
34,207.29333333333332,4.945616666666667,1358+05A
35,207.28997916666665,5.845583333333334,1358+05A
36,207.28605416666667,6.745658333333333,1358+05A
1,346.909075,-37.65264305555556,2307-37B
2,348.0457375,-37.64717777777778,2307-37B
3,346.9090166666667,-38.552615277777775,2307-37B
4,348.05976666666663,-38.54708333333333,2307-37B
5,345.78566666666666,-36.74706666666667,2307-37B
6,346.9089916666667,-36.75255972222222,2307-37B
7,348.03217916666665,-36.74715833333333,2307-37B
8,349.1551875,-36.730872222222224,2307-37B
9,349.18219999999997,-37.630697222222224,2307-37B
10,349.2103,-38.53039722222222,2307-37B
11,349.23954583333335,-39.430194444444446,2307-37B
12,348.07429583333334,-39.447094444444446,2307-37B
13,346.9088125,-39.45269833333333,2307-37B
14,345.7431916666667,-39.447,2307-37B
15,345.75812916666666,-38.54698888888889,2307-37B
16,345.772275,-37.64708611111111,2307-37B
17,344.68780416666664,-35.83049722222222,2307-37B
18,345.79834166666666,-35.84670833333333,2307-37B
19,346.908775,-35.85214305555556,2307-37B
20,348.01907083333333,-35.846805555555555,2307-37B
21,349.12919999999997,-35.83069722222222,2307-37B
22,350.23912083333335,-35.80382222222222,2307-37B
23,350.2779625,-36.703694444444444,2307-37B
24,350.3184125,-37.6032,2307-37B
25,350.3605541666667,-38.50256111111111,2307-37B
26,350.4044875,-39.40199611111111,2307-37B
27,350.45031666666665,-40.301725833333336,2307-37B
28,349.27000833333335,-40.330308333333335,2307-37B
29,348.0893541666667,-40.34743611111111,2307-37B
30,346.90845833333333,-40.35311388888889,2307-37B
31,345.7274208333333,-40.34733333333333,2307-37B
32,344.5463375,-40.33009166666667,2307-37B
33,344.5775125,-39.429994444444446,2307-37B
34,344.6071708333334,-38.530205555555554,2307-37B
35,344.63539166666664,-37.63050833333333,2307-37B
36,344.6622458333333,-36.73067777777778,2307-37B
1,134.32832916666666,5.399788888888889,0857+05B
2,135.2323125,5.399158333333333,0857+05B
3,134.3283125,4.499816666666667,0857+05B
4,135.23106666666666,4.499188888888889,0857+05B
5,133.42268333333334,6.299272222222222,0857+05B
6,134.32823333333334,6.2998722222222225,0857+05B
7,135.233675,6.299241666666667,0857+05B
8,136.13922083333333,6.297383333333333,0857+05B
9,136.13640416666667,5.397305555555556,0857+05B
10,136.13392916666666,4.497336111111111,0857+05B
11,136.13179583333334,3.5972555555555554,0857+05B
12,135.2299375,3.5991055555555556,0857+05B
13,134.3281875,3.5997333333333335,0857+05B
14,133.42632500000002,3.599136111111111,0857+05B
15,133.42544583333333,4.499219444444445,0857+05B
16,133.42423333333335,5.399191666666667,0857+05B
17,132.51322083333335,7.1978583333333335,0857+05B
18,133.4207875,7.199688888888889,0857+05B
19,134.32802500000003,7.200289166666667,0857+05B
20,135.23514999999998,7.199655555555555,0857+05B
21,136.14238333333333,7.197794444444445,0857+05B
22,137.04994583333334,7.194702777777778,0857+05B
23,137.04509583333333,6.294297222222222,0857+05B
24,137.040825,5.394225,0857+05B
25,137.03712083333335,4.494261111111111,0857+05B
26,137.03398333333334,3.5941833333333335,0857+05B
27,137.03140833333333,2.6937694444444444,0857+05B
28,136.13,2.696838888888889,0857+05B
29,135.22892083333335,2.698688888888889,0857+05B
30,134.32794583333333,2.699316666666667,0857+05B
31,133.42686666666668,2.6987194444444444,0857+05B
32,132.52545,2.696902777777778,0857+05B
33,132.52412916666668,3.5973166666666665,0857+05B
34,132.52225,4.4974,0857+05B
35,132.51980833333334,5.397369444444444,0857+05B
36,132.51680000000002,6.297447222222222,0857+05B
1,244.2856875,-53.688830555555555,1617-53B
2,245.8052416666667,-53.67919722222222,1617-53B
3,244.28562083333335,-54.58880277777778,1617-53B
4,245.83854583333334,-54.57895555555555,1617-53B
5,242.7974458333333,-52.77923055555556,1617-53B
6,244.28556666666668,-52.78874722222222,1617-53B
7,245.77350833333335,-52.779313888888886,1617-53B
8,247.26033333333334,-52.75094444444444,1617-53B
9,247.3235875,-53.65023,1617-53B
10,247.39016249999997,-54.54935277777778,1617-53B
11,247.4603375,-55.44853611111111,1617-53B
12,245.87355416666665,-55.47881666666667,1617-53B
13,244.28535416666668,-55.488886111111114,1617-53B
14,242.69695833333336,-55.47872777777778,1617-53B
15,242.73250416666664,-54.578875,1617-53B
16,242.76594583333332,-53.679116666666665,1617-53B
17,241.3696833333333,-51.851084444444446,1617-53B
18,242.82713749999996,-51.878994444444444,1617-53B
19,244.28527083333333,-51.888330555555555,1617-53B
20,245.7432333333333,-51.879086111111114,1617-53B
21,247.2001541666667,-51.85127972222222,1617-53B
22,248.65517916666664,-51.804925,1617-53B
23,248.7451041666667,-52.70365833333334,1617-53B
24,248.83970833333333,-53.601954166666665,1617-53B
25,248.93936666666664,-54.50002305555556,1617-53B
26,249.0444916666667,-55.39807777777778,1617-53B
27,249.15555,-56.29633611111111,1617-53B
28,247.53441249999997,-56.347994444444446,1617-53B
29,245.9104125,-56.378997222222225,1617-53B
30,244.284875,-56.38930277777778,1617-53B
31,242.65913749999999,-56.37889444444444,1617-53B
32,241.0345458333333,-56.34777777777778,1617-53B
33,241.10960000000003,-55.448344444444444,1617-53B
34,241.18032083333335,-54.549175,1617-53B
35,241.24705000000003,-53.650055,1617-53B
36,241.31007916666667,-52.75076388888889,1617-53B
1,204.09500416666668,-42.55468333333334,1338-43A
2,205.31675,-42.55468333333334,1338-43A
3,204.08598750000002,-43.45463055555555,1338-43A
4,205.32576666666668,-43.45463055555555,1338-43A
5,202.89918333333335,-41.64171388888889,1338-43A
6,204.1036125,-41.65462222222222,1338-43A
7,205.30814166666667,-41.65462222222222,1338-43A
8,206.51257083333334,-41.64171388888889,1338-43A
9,206.53839583333334,-42.54159166666667,1338-43A
10,206.56542916666666,-43.44134722222222,1338-43A
11,206.59375,-44.3412,1338-43A
12,205.3352125,-44.35468888888889,1338-43A
13,204.07654166666669,-44.35468888888889,1338-43A
14,202.81800416666667,-44.3412,1338-43A
15,202.846325,-43.44134722222222,1338-43A
16,202.87335833333336,-42.54159166666667,1338-43A
17,201.73614583333332,-40.716008333333335,1338-43A
18,202.92386666666667,-40.74148611111111,1338-43A
19,204.11184583333332,-40.754225,1338-43A
20,205.29990833333332,-40.754225,1338-43A
21,206.4878875,-40.74148611111111,1338-43A
22,207.67560833333334,-40.716008333333335,1338-43A
23,207.7167125,-41.61589444444444,1338-43A
24,207.7597166666667,-42.51541111111111,1338-43A
25,207.80473750000002,-43.41478055555555,1338-43A
26,207.85189583333334,-44.31421944444445,1338-43A
27,207.90133333333333,-45.21395277777778,1338-43A
28,206.6234375,-45.241369444444445,1338-43A
29,205.3451125,-45.25507777777778,1338-43A
30,204.06664166666667,-45.25507777777778,1338-43A
31,202.78831666666667,-45.241369444444445,1338-43A
32,201.51042083333334,-45.21395277777778,1338-43A
33,201.55985833333332,-44.31421944444445,1338-43A
34,201.60701666666668,-43.41478055555555,1338-43A
35,201.65203333333332,-42.51541111111111,1338-43A
36,201.69504166666667,-41.61589444444444,1338-43A
1,133.50677083333335,-42.55468333333334,0856-43A
2,134.72851666666665,-42.55468333333334,0856-43A
