beam no,beam center ra [deg],beam center dec [deg],SB
2,342.3036791666667,2.723158333333333,2255+04A
3,343.20484166666665,2.7246,2255+04A
4,344.10584166666666,2.7248888888888887,2255+04A
5,345.0068958333333,2.724022222222222,2255+04A
6,345.90822083333336,2.722002777777778,2255+04A
7,341.8514666666667,3.5016841666666667,2255+04A
8,342.7534625,3.503702777777778,2255+04A
9,343.6551833333333,3.5045694444444444,2255+04A
10,344.55684583333334,3.5042805555555554,2255+04A
11,345.4586791666667,3.502838888888889,2255+04A
12,346.36089166666665,3.500240277777778,2255+04A
13,341.398,4.279705555555555,2255+04A
14,342.30105000000003,4.282305555555555,2255+04A
15,343.2037166666667,4.283752222222223,2255+04A
16,344.1062166666666,4.284041111111111,2255+04A
17,345.0087708333333,4.283172222222222,2255+04A
18,345.9116041666666,4.28115,2255+04A
19,341.84732916666667,5.060544444444444,2255+04A
20,342.7511625,5.062569444444445,2255+04A
21,343.65472083333333,5.063436111111111,2255+04A
22,344.558225,5.063147222222222,2255+04A
23,345.46189583333336,5.061702777777778,2255+04A
24,346.36595,5.0591,2255+04A
25,341.39200833333337,5.838563888888888,2255+04A
26,342.2972375,5.841169444444445,2255+04A
27,343.20208333333335,5.842616666666666,2255+04A
28,344.1067625,5.842908333333334,2255+04A
29,345.0114958333333,5.842038888888889,2255+04A
30,345.9165041666667,5.840011111111111,2255+04A
31,341.8416583333333,6.619686111111111,2255+04A
32,342.74801249999996,6.621716666666667,2255+04A
33,343.65409166666666,6.622588888888889,2255+04A
34,344.56011666666666,6.6222972222222225,2255+04A
35,345.46630833333336,6.620847222222222,2255+04A
36,346.37288333333333,6.618236388888889,2255+04A
1,260.1198375,-25.246388888888887,1731-23
2,261.11541666666665,-25.260330555555555,1731-23
3,262.1107333333333,-25.268071944444443,1731-23
4,263.10594166666664,-25.269619444444444,1731-23
5,264.1011833333333,-25.264975,1731-23
6,265.0966125,-25.254136111111112,1731-23
7,260.63175416666667,-24.474558333333334,1731-23
8,261.620925,-24.48532722222222,1731-23
9,262.60990833333335,-24.48993888888889,1731-23
10,263.5988541666667,-24.48840277777778,1731-23
11,264.5879125,-24.480711111111113,1731-23
12,265.57722916666665,-24.466866944444444,1731-23
13,260.15354583333334,-23.687541666666668,1731-23
14,261.1368708333334,-23.701301666666666,1731-23
15,262.1199291666667,-23.708941666666668,1731-23
16,263.102875,-23.710469444444445,1731-23
17,264.08585833333336,-23.705886111111113,1731-23
18,265.06902916666667,-23.695186111111113,1731-23
19,260.6581791666666,-22.915877777777776,1731-23
20,261.6356083333333,-22.926516666666668,1731-23
21,262.61284166666667,-22.931075,1731-23
22,263.59004166666665,-22.929555555555556,1731-23
23,264.56735416666663,-22.921958333333333,1731-23
24,265.5449375,-22.908277777777776,1731-23
25,260.18447083333336,-22.128933333333332,1731-23
26,261.1565541666667,-22.14253888888889,1731-23
27,262.12836666666664,-22.150095,1731-23
28,263.1000625,-22.151605833333335,1731-23
29,264.07179583333334,-22.14707222222222,1731-23
30,265.043725,-22.136491666666668,1731-23
31,260.6824,-21.35688888888889,1731-23
32,261.6490625,-21.367416388888888,1731-23
33,262.6155333333333,-21.371925,1731-23
34,263.5819666666667,-21.37042222222222,1731-23
35,264.54851666666667,-21.362905555555557,1731-23
36,265.5153375,-21.34936666666667,1731-23
1,223.1945375,-1.9488472222222222,1502+00A
2,224.09559583333333,-1.9488472222222222,1502+00A
3,224.9962625,-1.9488472222222222,1502+00A
4,225.8967625,-1.9488472222222222,1502+00A
5,226.79731666666666,-1.9488472222222222,1502+00A
6,227.69815,-1.9488472222222222,1502+00A
7,223.64587916666667,-1.169168888888889,1502+00A
8,224.54637916666667,-1.169168888888889,1502+00A
9,225.4466,-1.169168888888889,1502+00A
10,226.34676666666667,-1.169168888888889,1502+00A
11,227.2471,-1.169168888888889,1502+00A
12,228.14782499999998,-1.169168888888889,1502+00A
13,223.1959125,-0.3896972222222222,1502+00A
14,224.09647083333334,-0.3896972222222222,1502+00A
15,224.9966375,-0.3896972222222222,1502+00A
16,225.8966375,-0.3896972222222222,1502+00A
17,226.79669166666667,-0.3896972222222222,1502+00A
18,227.697025,-0.3896972222222222,1502+00A
19,223.64625416666667,0.3896972222222222,1502+00A
20,224.5465875,0.3896972222222222,1502+00A
21,225.44664166666666,0.3896972222222222,1502+00A
22,226.34664166666667,0.3896972222222222,1502+00A
23,227.24680833333335,0.3896972222222222,1502+00A
24,228.14736666666667,0.3896972222222222,1502+00A
25,223.19545416666665,1.169168888888889,1502+00A
26,224.09617916666667,1.169168888888889,1502+00A
27,224.99651250000002,1.169168888888889,1502+00A
28,225.89667916666667,1.169168888888889,1502+00A
29,226.7969,1.169168888888889,1502+00A
30,227.69740000000002,1.169168888888889,1502+00A
31,223.64512916666666,1.9488472222222222,1502+00A
32,224.5459625,1.9488472222222222,1502+00A
33,225.44651666666667,1.9488472222222222,1502+00A
34,226.34701666666666,1.9488472222222222,1502+00A
35,227.24768333333336,1.9488472222222222,1502+00A
36,228.14874166666667,1.9488472222222222,1502+00A
1,98.877275,-57.591091666666664,0653-55
2,100.55618333333334,-57.640225,0653-55
3,102.23786666666666,-57.667539444444444,0653-55
4,103.92074166666667,-57.673002777777775,0653-55
5,105.60321666666667,-57.65661111111111,0653-55
6,107.28370833333332,-57.618385277777776,0653-55
7,99.79542916666666,-56.83988055555555,0653-55
8,101.4408375,-56.877294444444445,0653-55
9,103.08807499999999,-56.89333611111111,0653-55
10,104.73567916666666,-56.88798888888889,0653-55
11,106.38218333333333,-56.86125833333333,0653-55
12,108.02613333333333,-56.81316944444445,0653-55
13,99.06567916666665,-56.035355277777775,0653-55
14,100.6763875,-56.082458333333335,0653-55
15,102.28945416666666,-56.108641666666664,0653-55
16,103.90354166666667,-56.11388055555555,0653-55
17,105.5172875,-56.098166666666664,0653-55
18,107.12934166666666,-56.06151944444444,0653-55
19,99.9422375,-55.28316944444445,0653-55
20,101.52255416666667,-55.319094722222225,0653-55
21,103.10442916666666,-55.33449638888889,0653-55
22,104.68662083333334,-55.32936111111111,0653-55
23,106.267875,-55.303694444444446,0653-55
24,107.84694166666667,-55.25751666666667,0653-55
25,99.23629583333333,-54.47951944444444,0653-55
26,100.78521666666667,-54.52482222222222,0653-55
27,102.33615833333334,-54.55000166666667,0653-55
28,103.88797083333333,-54.555036111111114,0653-55
29,105.43949166666667,-54.53992777777778,0653-55
30,106.9895625,-54.50468611111111,0653-55
31,100.07545833333333,-53.72593611111111,0653-55
32,101.59669166666666,-53.76053611111111,0653-55
33,103.11927083333333,-53.77536666666666,0653-55
34,104.64211666666668,-53.77042222222222,0653-55
35,106.16415416666666,-53.74570555555555,0653-55
36,107.68431666666667,-53.701231666666665,0653-55
1,190.94053333333332,-6.6208,1253-04A
2,191.8471125,-6.623413888888889,1253-04A
3,192.75330833333334,-6.624863888888889,1253-04A
4,193.65933750000002,-6.625155555555556,1253-04A
5,194.56542083333332,-6.6242833333333335,1253-04A
6,195.47178333333335,-6.622252777777778,1253-04A
7,191.39691666666667,-5.842577777777778,1253-04A
8,192.30192916666667,-5.844605555555556,1253-04A
9,193.20666666666668,-5.845475,1253-04A
10,194.11135000000002,-5.845186111111111,1253-04A
11,195.0162,-5.843736111111111,1253-04A
12,195.92143333333334,-5.8411277777777775,1253-04A
13,190.94746666666666,-5.061663888888889,1253-04A
14,191.851525,-5.064269444444444,1253-04A
15,192.7552,-5.065713888888889,1253-04A
16,193.65870833333332,-5.066002777777777,1253-04A
17,194.56227083333334,-5.065136111111111,1253-04A
18,195.46610833333332,-5.063111111111111,1253-04A
19,191.40182083333335,-4.2837177777777775,1253-04A
20,192.3046541666667,-4.285741111111111,1253-04A
21,193.2072125,-4.286605555555555,1253-04A
22,194.10971666666669,-4.286316666666667,1253-04A
23,195.01238333333333,-4.2848741666666665,1253-04A
24,195.9154375,-4.282269444444444,1253-04A
25,190.95252916666666,-3.5028027777777777,1253-04A
26,191.85474583333334,-3.505402777777778,1253-04A
27,192.75657916666665,-3.5068472222222224,1253-04A
28,193.65824583333335,-3.507136111111111,1253-04A
29,194.55997083333335,-3.5062694444444444,1253-04A
30,195.46196666666668,-3.5042472222222223,1253-04A
31,191.40520416666666,-2.7245694444444446,1253-04A
32,192.30653333333333,-2.726588888888889,1253-04A
33,193.20758750000002,-2.7274555555555557,1253-04A
34,194.1085875,-2.7271666666666667,1253-04A
35,195.00975416666668,-2.725725,1253-04A
36,195.91130416666667,-2.723125,1253-04A
1,294.144225,-29.8894,1948-28
2,295.1828208333333,-29.90662777777778,1948-28
3,296.2212416666667,-29.916197222222223,1948-28
4,297.25958333333335,-29.91811138888889,1948-28
5,298.29795,-29.912369444444444,1948-28
6,299.3364416666667,-29.898972222222223,1948-28
7,294.68148333333335,-29.119447222222224,1948-28
8,295.7120125,-29.13273611111111,1948-28
9,296.74240833333334,-29.138430555555555,1948-28
10,297.772775,-29.136533333333333,1948-28
11,298.803225,-29.127041666666667,1948-28
12,299.8338583333333,-29.109952777777778,1948-28
13,294.1871958333333,-28.3307,1948-28
14,295.210175,-28.347661111111112,1948-28
15,296.23296666666664,-28.357080555555555,1948-28
16,297.255675,-28.358963888888887,1948-28
17,298.27840833333335,-28.35331111111111,1948-28
18,299.3012791666667,-28.340122222222224,1948-28
19,294.71527499999996,-27.56086388888889,1948-28
20,295.73078749999996,-27.573955555555557,1948-28
21,296.7461625,-27.57956666666667,1948-28
22,297.7615083333334,-27.577697222222223,1948-28
23,298.77694166666663,-27.568346944444443,1948-28
24,299.7925666666667,-27.551509166666666,1948-28
25,294.22686666666664,-26.772230555555556,1948-28
26,295.2354291666667,-26.788952777777777,1948-28
27,296.2437875,-26.798241666666666,1948-28
28,297.2520666666667,-26.80009972222222,1948-28
29,298.26037083333335,-26.794525,1948-28
30,299.2688166666667,-26.781522222222222,1948-28
31,294.7464541666667,-26.00196138888889,1948-28
32,295.7481125,-26.014883333333334,1948-28
33,296.74962916666664,-26.020419444444446,1948-28
34,297.7511125,-26.018575,1948-28
35,298.7526875,-26.009344444444444,1948-28
36,299.7544666666667,-25.992727777777777,1948-28
1,117.72406666666666,-43.77826944444445,0804-41
2,118.97095833333334,-43.807719444444444,0804-41
3,120.21825,-43.824080555555554,0804-41
4,121.4657125,-43.82735,0804-41
5,122.71312083333333,-43.81753638888889,0804-41
6,123.9602375,-43.79463055555556,0804-41
7,118.38334583333332,-43.01538611111111,0804-41
8,119.614525,-43.03798888888889,0804-41
9,120.84596666666668,-43.047675,0804-41
10,122.07745833333333,-43.044447222222225,0804-41
11,123.30879583333332,-43.028302777777775,0804-41
12,124.53977083333332,-42.99923888888889,0804-41
13,117.81004166666666,-42.22038611111111,0804-41
14,119.02572083333334,-42.24908055555556,0804-41
15,120.24173333333334,-42.26502222222222,0804-41
16,121.45788333333334,-42.268211944444445,0804-41
17,122.67399166666665,-42.25864722222222,0804-41
18,123.88985833333332,-42.23632777777778,0804-41
19,118.45096666666667,-41.457322222222224,0804-41
20,119.65212083333334,-41.479369444444444,0804-41
21,120.85348749999999,-41.488819444444445,0804-41
22,122.05489999999999,-41.48567,0804-41
23,123.25618333333333,-41.46991944444444,0804-41
24,124.45716250000001,-41.44157222222222,0804-41
25,117.88944583333333,-40.66265277777778,0804-41
26,119.07629583333333,-40.690675,0804-41
27,120.26341666666666,-40.70623888888889,0804-41
28,121.45065416666667,-40.70935277777778,0804-41
29,122.63785416666666,-40.70001472222222,0804-41
30,123.82485833333332,-40.678222222222225,0804-41
31,118.51347083333333,-39.898891666666664,0804-41
32,119.68686666666667,-39.92044166666667,0804-41
33,120.86044166666666,-39.929675,0804-41
34,122.03404583333335,-39.92659722222222,0804-41
35,123.20755000000001,-39.911205555555554,0804-41
36,124.38080416666666,-39.883497222222225,0804-41
1,40.49277083333333,-6.6208,0251-04B
2,41.39935416666666,-6.623413888888889,0251-04B
3,42.30554583333333,-6.624863888888889,0251-04B
4,43.211574999999996,-6.625155555555556,0251-04B
5,44.1176625,-6.6242833333333335,0251-04B
6,45.02402083333334,-6.622252777777778,0251-04B
7,40.949154166666666,-5.842577777777778,0251-04B
8,41.85416666666667,-5.844605555555556,0251-04B
9,42.75890416666667,-5.845475,0251-04B
10,43.663587500000006,-5.845186111111111,0251-04B
11,44.5684375,-5.843736111111111,0251-04B
12,45.47367083333333,-5.8411277777777775,0251-04B
13,40.49970416666667,-5.061663888888889,0251-04B
14,41.40376666666667,-5.064269444444444,0251-04B
15,42.3074375,-5.065713888888889,0251-04B
16,43.210945833333334,-5.066002777777777,0251-04B
17,44.11450833333333,-5.065136111111111,0251-04B
18,45.01835,-5.063111111111111,0251-04B
19,40.954058333333336,-4.2837177777777775,0251-04B
20,41.85689166666666,-4.285741111111111,0251-04B
21,42.759449999999994,-4.286605555555555,0251-04B
22,43.66195416666667,-4.286316666666667,0251-04B
23,44.56462083333333,-4.2848741666666665,0251-04B
24,45.467675,-4.282269444444444,0251-04B
25,40.50476666666667,-3.5028027777777777,0251-04B
26,41.4069875,-3.505402777777778,0251-04B
27,42.30881666666667,-3.5068472222222224,0251-04B
28,43.2104875,-3.507136111111111,0251-04B
29,44.112208333333335,-3.5062694444444444,0251-04B
30,45.014208333333336,-3.5042472222222223,0251-04B
31,40.95744166666667,-2.7245694444444446,0251-04B
32,41.85877083333334,-2.726588888888889,0251-04B
33,42.75982499999999,-2.7274555555555557,0251-04B
34,43.660824999999996,-2.7271666666666667,0251-04B
35,44.561991666666664,-2.725725,0251-04B
36,45.46354166666667,-2.723125,0251-04B
1,94.98853333333334,-39.15556111111111,0632-37
2,96.1496375,-39.18042222222222,0632-37
3,97.31085833333334,-39.194230555555556,0632-37
4,98.4721375,-39.19699166666667,0632-37
5,99.63339583333334,-39.18870833333333,0632-37
6,100.79456666666667,-39.16937361111111,0632-37
7,95.59748333333333,-38.390005555555554,0632-37
8,96.74603333333334,-38.409125,0632-37
9,97.89465416666667,-38.4173175,0632-37
10,99.04329166666668,-38.41458611111111,0632-37
11,100.1918875,-38.4009325,0632-37
12,101.34037500000001,-38.37635,0632-37
13,95.05665,-37.597322222222225,0632-37
14,96.19300833333334,-37.62164166666667,0632-37
15,97.32945416666666,-37.635149444444444,0632-37
16,98.4659375,-37.63785,0632-37
17,99.60240833333333,-37.62974444444444,0632-37
18,100.73881666666666,-37.61083333333333,0632-37
19,95.65111250000001,-36.831716666666665,0632-37
20,96.77584166666666,-36.85043611111111,0632-37
21,97.90061666666668,-36.85845555555556,0632-37
22,99.02540416666666,-36.855783333333335,0632-37
23,100.15016250000001,-36.84241388888889,0632-37
24,101.27485416666667,-36.81834666666666,0632-37
25,95.11969166666667,-36.03927222222222,0632-37
26,96.23315416666668,-36.06310277777778,0632-37
27,97.34666666666666,-36.076341666666664,0632-37
28,98.4602,-36.07898888888889,0632-37
29,99.573725,-36.07104722222222,0632-37
30,100.68721666666666,-36.05251388888889,0632-37
31,95.70076666666667,-35.27308333333333,0632-37
32,96.80344166666667,-35.291444444444444,0632-37
33,97.90614166666666,-35.29931111111111,0632-37
34,99.00884166666667,-35.29668888888889,0632-37
35,100.11153333333334,-35.28357638888889,0632-37
36,101.21418333333334,-35.259966666666664,0632-37
1,221.20510000000002,-78.06413333333333,1430-81
2,217.77900416666665,-78.64116111111112,1430-81
3,214.00612083333334,-79.17393888888888,1430-81
4,209.86642916666665,-79.65583611111111,1430-81
5,205.35070416666667,-80.07958055555555,1430-81
6,200.46608333333333,-80.43750277777778,1430-81
7,222.13834583333335,-78.94556388888888,1430-81
8,218.47755,-79.53194444444445,1430-81
9,214.40610833333332,-80.07136388888888,1430-81
10,209.89629166666668,-80.55596388888888,1430-81
11,204.93522083333335,-80.97701666666667,1430-81
12,199.53359166666667,-81.32529166666667,1430-81
13,226.71495833333333,-79.18373138888889,1430-81
14,223.23175833333332,-79.82309444444445,1430-81
15,219.30452916666667,-80.42053055555556,1430-81
16,214.8839458333333,-80.96796194444444,1430-81
17,209.93045833333332,-81.45592777777777,1430-81
18,204.42549583333334,-81.87379166666666,1430-81
19,228.22847083333332,-80.04159166666666,1430-81
20,224.52989166666666,-80.69597777777778,1430-81
21,220.29905416666668,-81.30658055555556,1430-81
22,215.46537916666668,-81.86375833333334,1430-81
23,209.97043333333335,-82.35594722222223,1430-81
24,203.78637916666665,-82.76989166666667,1430-81
25,233.409125,-80.18257777777778,1430-81
26,230.02519999999998,-80.89105277777777,1430-81
27,226.0950375,-81.563075,1430-81
28,221.51772499999998,-82.18950833333334,1430-81
29,216.18890833333333,-82.75870277777778,1430-81
30,210.01857083333334,-83.25624166666667,1430-81
31,235.708425,-81.00047722222222,1430-81
32,232.1887125,-81.72978611111111,1430-81
33,228.01652916666666,-82.422625,1430-81
34,223.045275,-83.06830694444444,1430-81
35,217.1146375,-83.65257861111111,1430-81
36,210.07863333333333,-84.157025,1430-81
1,105.02018333333334,-48.393319444444444,0714-46
2,106.37585416666667,-48.42812222222222,0714-46
3,107.73235833333334,-48.44745833333333,0714-46
4,109.08922083333334,-48.451326944444446,0714-46
5,110.44596666666666,-48.439725,0714-46
6,111.8021125,-48.41265555555555,0714-46
7,105.74370833333334,-47.63357722222222,0714-46
8,107.07951666666666,-47.66023055555556,0714-46
9,108.415875,-47.67165277777778,0714-46
10,109.75234166666667,-47.66784611111111,0714-46
11,111.08847916666666,-47.648805555555555,0714-46
12,112.42384583333333,-47.61453888888889,0714-46
13,105.12979166666666,-46.83592138888889,0714-46
14,106.44569583333333,-46.869680555555554,0714-46
15,107.7623125,-46.88843888888889,0714-46
16,109.07923333333333,-46.89218888888889,0714-46
17,110.39605833333333,-46.88093611111111,0714-46
18,111.71236666666667,-46.854675,0714-46
19,105.82974999999999,-46.07581944444444,0714-46
20,107.1273625,-46.101705555555554,0714-46
21,108.42544583333333,-46.1128,0714-46
22,109.723625,-46.1091,0714-46
23,111.021525,-46.09061111111111,0714-46
24,112.31875833333334,-46.05733055555555,0714-46
25,105.23060416666667,-45.278622222222225,0714-46
26,106.509925,-45.31145,0714-46
27,107.78985833333334,-45.32968611111111,0714-46
28,109.07005,-45.33333583333334,0714-46
29,110.35015833333334,-45.32239166666667,0714-46
30,111.62982916666667,-45.29685833333333,0714-46
31,105.908975,-44.51766444444444,0714-46
32,107.17141666666667,-44.54286111111111,0714-46
33,108.4342625,-44.55366111111111,0714-46
34,109.6971875,-44.550061666666664,0714-46
35,110.95987083333333,-44.53206111111111,0714-46
36,112.2219875,-44.49966388888889,0714-46
1,122.7024375,-52.99802777777778,0827-51
2,124.19790833333332,-53.03923611111111,0827-51
3,125.69492916666667,-53.06213888888889,0827-51
4,127.19261666666667,-53.06672,0827-51
5,128.6900791666667,-53.05297777777778,0827-51
6,130.18643333333333,-53.020919444444445,0827-51
7,123.50941666666665,-52.242075,0827-51
8,124.97937916666666,-52.273555555555554,0827-51
9,126.45036666666668,-52.28704722222222,0827-51
10,127.92156250000001,-52.28255,0827-51
11,129.39214166666667,-52.26006111111111,0827-51
12,130.86128333333335,-52.219594444444446,0827-51
13,122.84445833333335,-51.44130277777778,0827-51
14,124.28844999999998,-51.481069444444444,0827-51
15,125.73377083333334,-51.503166666666665,0827-51
16,127.17966666666668,-51.50758888888889,0827-51
17,128.62536666666668,-51.49432777777778,0827-51
18,130.07011666666668,-51.46339444444445,0827-51
19,123.62056249999999,-50.68474611111111,0827-51
20,125.0412125,-50.71516111111111,0827-51
21,126.46274166666666,-50.7282,0827-51
22,127.88444999999999,-50.72385277777778,0827-51
23,129.30562916666665,-50.702126388888885,0827-51
24,130.72557083333334,-50.663022222222224,0827-51
25,122.97424999999998,-49.884609166666664,0827-51
26,124.37118333333333,-49.92308333333333,0827-51
27,125.76926249999998,-49.94446111111111,0827-51
28,127.16783333333333,-49.94873888888889,0827-51
29,128.56624166666666,-49.93591111111111,0827-51
30,129.963825,-49.90598055555556,0827-51
31,123.72229166666666,-49.12696944444444,0827-51
32,125.0978,-49.15643611111111,0827-51
33,126.47406666666666,-49.169066944444445,0827-51
34,127.85048333333333,-49.164855555555555,0827-51
35,129.22644583333332,-49.14380833333333,0827-51
36,130.60134583333334,-49.105925,0827-51
1,35.087429166666666,-11.285041388888889,0230-09B
2,36.0057125,-11.290313888888889,0230-09B
3,36.92362083333333,-11.293241666666667,0230-09B
4,37.84137083333333,-11.293827777777778,0230-09B
5,38.759175,-11.292069444444444,0230-09B
6,39.67724583333334,-11.287969444444444,0230-09B
7,35.5520375,-10.508308333333334,0230-09B
8,36.46770416666667,-10.512394444444444,0230-09B
9,37.38310416666666,-10.514147222222222,0230-09B
10,38.29845,-10.51356388888889,0230-09B
11,39.21395833333334,-10.510644444444445,0230-09B
12,40.1298375,-10.505386111111111,0230-09B
13,35.100145833333336,-9.725938888888889,0230-09B
14,36.01380416666667,-9.731183333333334,0230-09B
15,36.92709166666667,-9.734095555555555,0230-09B
16,37.84021666666666,-9.734677777777778,0230-09B
17,38.753395833333336,-9.732930555555555,0230-09B
18,39.66684166666667,-9.728852777777778,0230-09B
19,35.56162916666666,-8.949469444444444,0230-09B
20,36.47303333333333,-8.953536111111111,0230-09B
21,37.38417083333333,-8.955280555555555,0230-09B
22,38.295254166666666,-8.954697222222222,0230-09B
23,39.206500000000005,-8.951794166666666,0230-09B
24,40.118116666666666,-8.94656111111111,0230-09B
25,35.110887500000004,-8.167108333333333,0230-09B
26,36.02064166666666,-8.172330555555556,0230-09B
27,36.93002083333334,-8.175230555555556,0230-09B
28,37.8392375,-8.175808333333332,0230-09B
29,38.748512500000004,-8.174069444444445,0230-09B
30,39.658049999999996,-8.170008333333334,0230-09B
31,35.569625,-7.390336111111111,0230-09B
32,36.477475,-7.3943916666666665,0230-09B
33,37.38505833333333,-7.396127777777778,0230-09B
34,38.2925875,-7.39555,0230-09B
35,39.20027916666666,-7.392652777777778,0230-09B
36,40.10834166666667,-7.387438888888889,0230-09B
1,201.65459166666668,-11.285041388888889,1336-09B
2,202.57287499999998,-11.290313888888889,1336-09B
3,203.49078749999998,-11.293241666666667,1336-09B
4,204.4085375,-11.293827777777778,1336-09B
5,205.3263375,-11.292069444444444,1336-09B
6,206.24440833333333,-11.287969444444444,1336-09B
7,202.1192,-10.508308333333334,1336-09B
8,203.03486666666666,-10.512394444444444,1336-09B
9,203.95026666666666,-10.514147222222222,1336-09B
10,204.86561666666668,-10.51356388888889,1336-09B
11,205.78112083333332,-10.510644444444445,1336-09B
12,206.69700416666666,-10.505386111111111,1336-09B
13,201.66730833333332,-9.725938888888889,1336-09B
14,202.58096666666668,-9.731183333333334,1336-09B
15,203.49425416666665,-9.734095555555555,1336-09B
16,204.4073791666667,-9.734677777777778,1336-09B
17,205.32055833333334,-9.732930555555555,1336-09B
18,206.23400416666667,-9.728852777777778,1336-09B
19,202.12879166666667,-8.949469444444444,1336-09B
20,203.04019583333334,-8.953536111111111,1336-09B
21,203.95133333333334,-8.955280555555555,1336-09B
22,204.86241666666666,-8.954697222222222,1336-09B
23,205.7736625,-8.951794166666666,1336-09B
24,206.68527916666667,-8.94656111111111,1336-09B
25,201.67805,-8.167108333333333,1336-09B
26,202.58780416666664,-8.172330555555556,1336-09B
27,203.49718333333334,-8.175230555555556,1336-09B
28,204.40640416666665,-8.175808333333332,1336-09B
29,205.315675,-8.174069444444445,1336-09B
30,206.22521666666665,-8.170008333333334,1336-09B
31,202.13679166666665,-7.390336111111111,1336-09B
32,203.04464166666668,-7.3943916666666665,1336-09B
33,203.952225,-7.396127777777778,1336-09B
34,204.85975416666668,-7.39555,1336-09B
35,205.76744166666666,-7.392652777777778,1336-09B
36,206.67550416666666,-7.387438888888889,1336-09B
1,341.40349166666664,-1.9488472222222222,2255+00B
2,342.30455,-1.9488472222222222,2255+00B
3,343.2052166666667,-1.9488472222222222,2255+00B
4,344.1057166666667,-1.9488472222222222,2255+00B
5,345.00627083333336,-1.9488472222222222,2255+00B
6,345.90710416666667,-1.9488472222222222,2255+00B
7,341.8548333333333,-1.169168888888889,2255+00B
8,342.75533333333334,-1.169168888888889,2255+00B
9,343.6555583333333,-1.169168888888889,2255+00B
10,344.55572500000005,-1.169168888888889,2255+00B
11,345.4560583333333,-1.169168888888889,2255+00B
12,346.3567791666667,-1.169168888888889,2255+00B
13,341.40487083333335,-0.3896972222222222,2255+00B
14,342.305425,-0.3896972222222222,2255+00B
15,343.2055916666667,-0.3896972222222222,2255+00B
16,344.10559166666667,-0.3896972222222222,2255+00B
17,345.00564583333335,-0.3896972222222222,2255+00B
18,345.90597916666667,-0.3896972222222222,2255+00B
19,341.85520833333334,0.3896972222222222,2255+00B
20,342.75554166666666,0.3896972222222222,2255+00B
21,343.6556,0.3896972222222222,2255+00B
22,344.5556,0.3896972222222222,2255+00B
23,345.45576666666665,0.3896972222222222,2255+00B
24,346.3563208333333,0.3896972222222222,2255+00B
25,341.40441250000003,1.169168888888889,2255+00B
26,342.30513333333334,1.169168888888889,2255+00B
27,343.20546666666667,1.169168888888889,2255+00B
28,344.10563333333334,1.169168888888889,2255+00B
29,345.00585416666667,1.169168888888889,2255+00B
30,345.9063541666667,1.169168888888889,2255+00B
31,341.85408333333334,1.9488472222222222,2255+00B
32,342.75491666666665,1.9488472222222222,2255+00B
33,343.65547499999997,1.9488472222222222,2255+00B
34,344.555975,1.9488472222222222,2255+00B
35,345.45664166666666,1.9488472222222222,2255+00B
36,346.3576958333333,1.9488472222222222,2255+00B
1,330.6098166666667,-11.285041388888889,2212-09A
2,331.5281,-11.290313888888889,2212-09A
3,332.44600833333334,-11.293241666666667,2212-09A
4,333.36375833333335,-11.293827777777778,2212-09A
5,334.2815625,-11.292069444444444,2212-09A
6,335.19963333333334,-11.287969444444444,2212-09A
7,331.074425,-10.508308333333334,2212-09A
8,331.9900916666667,-10.512394444444444,2212-09A
9,332.90549166666665,-10.514147222222222,2212-09A
10,333.8208416666667,-10.51356388888889,2212-09A
11,334.73634583333336,-10.510644444444445,2212-09A
12,335.652225,-10.505386111111111,2212-09A
13,330.6225333333333,-9.725938888888889,2212-09A
14,331.5361916666667,-9.731183333333334,2212-09A
15,332.44947916666666,-9.734095555555555,2212-09A
16,333.3626041666667,-9.734677777777778,2212-09A
17,334.2757833333333,-9.732930555555555,2212-09A
18,335.1892291666667,-9.728852777777778,2212-09A
19,331.0840166666667,-8.949469444444444,2212-09A
20,331.99542083333336,-8.953536111111111,2212-09A
21,332.90655833333335,-8.955280555555555,2212-09A
22,333.81764166666665,-8.954697222222222,2212-09A
23,334.7288875,-8.951794166666666,2212-09A
24,335.6405041666667,-8.94656111111111,2212-09A
25,330.633275,-8.167108333333333,2212-09A
26,331.5430291666667,-8.172330555555556,2212-09A
27,332.4524083333334,-8.175230555555556,2212-09A
28,333.36162916666666,-8.175808333333332,2212-09A
29,334.27090000000004,-8.174069444444445,2212-09A
30,335.18044166666664,-8.170008333333334,2212-09A
31,331.0920125,-7.390336111111111,2212-09A
32,331.9998625,-7.3943916666666665,2212-09A
33,332.9074458333333,-7.396127777777778,2212-09A
34,333.814975,-7.39555,2212-09A
35,334.72266666666667,-7.392652777777778,2212-09A
36,335.6307291666667,-7.387438888888889,2212-09A
1,68.80671666666667,-39.15556111111111,0448-37
2,69.96781666666666,-39.18042222222222,0448-37
3,71.12904166666667,-39.194230555555556,0448-37
4,72.29031666666667,-39.19699166666667,0448-37
5,73.45157916666668,-39.18870833333333,0448-37
6,74.61275,-39.16937361111111,0448-37
7,69.41566666666667,-38.390005555555554,0448-37
8,70.56421666666667,-38.409125,0448-37
9,71.7128375,-38.4173175,0448-37
10,72.861475,-38.41458611111111,0448-37
11,74.01006666666667,-38.4009325,0448-37
12,75.15855833333333,-38.37635,0448-37
13,68.87483333333333,-37.597322222222225,0448-37
14,70.01119166666666,-37.62164166666667,0448-37
